foldId,candidateId,capture,rootAccuracy,majorMinorAccuracy,detailedAccuracy,fragmentationRate,regionsPerMinute,predictedRegionCount,shortRegionRate,flickerCount,meanAbsoluteBoundaryErrorMs,medianAbsoluteBoundaryErrorMs,boundaryF1At100ms,boundaryF1At250ms,boundaryF1At500ms,boundaryF1At1000ms,weightedChordSymbolRecall,noChordF1,meanSignedBoundaryErrorMs,boundariesWithin100ms,boundariesWithin250ms,boundariesWithin500ms,boundariesWithin1000ms,chordSwitchPrecision,chordSwitchRecall,chordSwitchF1,boundaryStateSwitchAgreement,trainSeconds,epochsRun,checkpointChecksum
lopo-p04,full-objective-unsmoothed,audio_mono-pickup_mix,0.6773625872370035,0.6344778453294356,0.6259687860285132,0.6638844444444445,22.54842002422232,687.0,0.00727802037845706,3.0,551.8012121212121,395.52863636363634,0.3373333333333333,0.5468871212121211,0.7052666666666667,0.8284621212121211,0.6259687860285132,0.0,-27.37272727272727,0.3348480303030303,0.542419393939394,0.6969722727272728,0.8136401515151516,0.5709653907496013,0.542419393939394,0.5563264479086232,0.7941407058109553,1290.99,32,bdad9c29ffd7eb3d62311912822db0b44881dde18a33d53205d9da9f90968577
lopo-p04,full-v2,audio_mono-mic,0.7675352565498182,0.7275599805477482,0.72268204977282,0.7000008333333334,23.139208321800197,705.0,0.0014184397163120568,1.0,356.02166666666665,200.15045454545452,0.4941119696969697,0.7244056060606061,0.8300978787878788,0.894791212121212,0.72268204977282,0.0,32.470757575757574,0.48940045454545456,0.7166671212121212,0.8212137878787878,0.8863619696969698,0.7333313178294574,0.7166671212121212,0.7249034623663593,0.8777813739655508,4934.36,25,eb7240be89dfc564596fba8cbdd4c3130b3b676e563ce369862c462e2e79b574
lopo-p04,full-v2,audio_mono-pickup_mix,0.7633163864980804,0.7239156652987365,0.7160575442024522,0.7166644444444443,23.434602470589137,714.0,0.0028011204481792717,2.0,335.36333333333334,191.50651515151515,0.4775295454545455,0.7171137878787879,0.8380140909090908,0.903519393939394,0.7160575442024522,0.0,23.3869696969697,0.4772728787878788,0.7136345454545455,0.8333312121212121,0.900000303030303,0.7201808868501529,0.7136345454545455,0.7168927719047486,0.8769974462174644,4934.36,25,eb7240be89dfc564596fba8cbdd4c3130b3b676e563ce369862c462e2e79b574
lopo-p05,v1-objective,audio_mono-mic,0.5978770103486417,0.5498603969440928,0.5322693579444069,0.6111127777777777,19.95551582929719,608.0,0.001644736842105263,0.0,905.134696969697,714.7083333333334,0.20205560606060605,0.3999654545454545,0.5715846969696969,0.7388393939393939,0.5322693579444069,0.0,-6.541212121212124,0.19545424242424242,0.3848478787878788,0.5409098484848485,0.6909069696969697,0.46351094890510947,0.3848478787878788,0.4205324437211902,0.8506047691118087,789.9,27,eb7a4fed0fcb697efc3298e1e8cd3f42145944a9e3e8d7f3f95ba7311dee0a6b
lopo-p05,v1-objective,audio_mono-pickup_mix,0.5920269067418792,0.5359719363524074,0.5207289740632997,0.6152755555555556,20.02115897347251,610.0,0.003278688524590164,1.0,1086.3315151515153,886.5143939393939,0.19989075757575755,0.4093675757575757,0.5761622727272727,0.744730606060606,0.5207289740632997,0.0,198.36803030303028,0.19393,0.39697242424242424,0.5499975757575758,0.7000010606060606,0.47636454545454543,0.39697242424242424,0.43305984973439643,0.8481246177220374,789.9,27,eb7a4fed0fcb697efc3298e1e8cd3f42145944a9e3e8d7f3f95ba7311dee0a6b
lopo-p05,longer-context,audio_mono-mic,0.6612348940902572,0.6025746951696492,0.582680447095455,0.7152774999999999,24.35360648904361,742.0,0.01752021563342318,3.0,493.4563636363637,345.14984848484846,0.30340409090909093,0.49112242424242425,0.6827396969696969,0.8178334848484848,0.582680447095455,0.0,-44.41378787878788,0.3090860606060606,0.4969674242424242,0.6924330303030303,0.8287887878787878,0.48093445747800584,0.4969674242424242,0.4888195084393996,0.771189449591018,1572.93,40,6d87acd2f01c2f7aafa969bb6a41b863b88391755556f35b32144ee0288d9fc3
lopo-p05,longer-context,audio_mono-pickup_mix,0.6645282320769601,0.6123234516149855,0.5945980061441982,0.7291644444444444,24.583357493657232,749.0,0.021361815754339118,6.0,512.880303030303,356.6971212121212,0.3031360606060606,0.5124127272727274,0.6863942424242424,0.8072439393939393,0.5945980061441982,0.0,-48.5830303030303,0.31059969696969697,0.5242428787878788,0.7000042424242424,0.8242466666666667,0.5021734397677794,0.5242428787878788,0.5129708968094443,0.7674044808118611,1572.93,40,6d87acd2f01c2f7aafa969bb6a41b863b88391755556f35b32144ee0288d9fc3
lopo-p05,duration-objective,audio_mono-mic,0.6617603402721783,0.6125716521175931,0.6001228598420407,0.6791641666666667,23.139208321800197,705.0,0.011347517730496455,3.0,536.7380303030303,354.33560606060604,0.3157427272727273,0.5263672727272727,0.721125606060606,0.8217274242424243,0.6001228598420407,0.0,-103.4990909090909,0.31666,0.5227234848484849,0.7166659090909091,0.8136383333333334,0.5348817054263566,0.5227234848484849,0.5287327097354865,0.7851477561549046,1566.16,39,2c71c9ad84b757b2a5dd14cce2e27ae22ca2d70198ddb64165a30a1d533580b7
lopo-p05,duration-objective,audio_mono-pickup_mix,0.6638046706738159,0.6133594338497625,0.6027110108168962,0.6708313888888889,22.77817102883594,694.0,0.002881844380403458,2.0,552.4007575757576,369.8890909090909,0.29942090909090907,0.5049831818181818,0.6890953030303031,0.813514090909091,0.6027110108168962,0.0,-66.00742424242425,0.29848242424242427,0.49999651515151516,0.680310303030303,0.7999980303030303,0.5205001577287066,0.49999651515151516,0.5100423586206307,0.78200749845828,1566.16,39,2c71c9ad84b757b2a5dd14cce2e27ae22ca2d70198ddb64165a30a1d533580b7
lopo-p05,boundary-switch-objective,audio_mono-mic,0.7037391859484285,0.6550770205233291,0.6439427820439743,0.6833355555555556,24.32078491695595,741.0,0.008097165991902834,6.0,472.03848484848487,313.7198484848485,0.36041545454545454,0.5694734848484849,0.7250306060606061,0.8305528787878788,0.6439427820439743,0.0,-58.81166666666666,0.3636413636363636,0.574244393939394,0.73334,0.8393950000000001,0.5565320117474302,0.574244393939394,0.5652494802447903,0.7731662026240462,1585.83,40,d763a617d2a4be4cdc2a3c3ad7594b732723c431c191c558b80f4d556f246793
lopo-p05,boundary-switch-objective,audio_mono-pickup_mix,0.7139186451692663,0.6695656839523298,0.6581048763556677,0.6736116666666667,23.894104479816374,728.0,0.008241758241758242,11.0,481.16727272727275,288.16924242424244,0.36902090909090907,0.5777607575757575,0.7418286363636364,0.8302948484848485,0.6581048763556677,0.0,-64.10984848484848,0.3712140909090909,0.5787854545454546,0.7439389393939394,0.833331515151515,0.5718555389221557,0.5787854545454546,0.5752996284826222,0.774617420109905,1585.83,40,d763a617d2a4be4cdc2a3c3ad7594b732723c431c191c558b80f4d556f246793
lopo-p05,full-objective-unsmoothed,audio_mono-mic,0.660463915088405,0.6140486134526871,0.6053219694474926,0.679165,22.843814173011257,696.0,0.007183908045977011,1.0,544.614696969697,368.6440909090909,0.35325757575757577,0.5583322727272727,0.7204568181818182,0.8227639393939393,0.6053219694474926,0.0,-41.00393939393939,0.34999575757575757,0.553034696969697,0.7121228787878788,0.8106106060606061,0.5738959119496855,0.553034696969697,0.5632722179080452,0.7894215066359263,1543.88,39,8f014022628f021ece38829eee7ab32c9ae549f79099ad2fe69ec0bd4a114b11
lopo-p05,full-objective-unsmoothed,audio_mono-pickup_mix,0.6896845922959018,0.6416647361747333,0.631345868365803,0.7013844444444445,23.861282907728715,727.0,0.009628610729023384,4.0,467.71681818181816,298.3456060606061,0.35602409090909093,0.5606619696969697,0.7303027272727273,0.831235909090909,0.631345868365803,0.0,-41.77090909090909,0.35909060606060605,0.5666657575757575,0.7348469696969697,0.8318212121212121,0.5607206896551724,0.5666657575757575,0.5636775484968456,0.7881557679552215,1543.88,39,8f014022628f021ece38829eee7ab32c9ae549f79099ad2fe69ec0bd4a114b11
lopo-p05,full-v2,audio_mono-mic,0.73351211783382,0.6893372111291386,0.6826122227534455,0.6541694444444445,21.465308145329544,654.0,0.0030581039755351682,0.0,487.27106060606064,310.5913636363636,0.35299651515151514,0.5596765151515152,0.7498701515151515,0.8589722727272727,0.6826122227534455,0.0,-8.050909090909089,0.34395000000000003,0.539395303030303,0.7196972727272727,0.819699696969697,0.5993338383838384,0.539395303030303,0.567787098115184,0.8753317599235474,3441.83,17,6d0b8c667d527fee0eee26bb51c4b3f6c1da777035d7e5d39bfb8166ae534a76
lopo-p05,full-v2,audio_mono-pickup_mix,0.7339071734280929,0.6909165706270999,0.6845466654376812,0.6513913888888889,21.169913996540608,645.0,0.0015503875968992248,0.0,518.8978787878788,350.14757575757574,0.35173757575757575,0.5516216666666667,0.740685303030303,0.8426162121212122,0.6845466654376812,0.0,-15.629545454545454,0.3424181818181818,0.5318210606060606,0.7090927272727272,0.8030315151515152,0.6000034188034188,0.5318210606060606,0.5638585493782244,0.8714741149112293,3441.83,17,6d0b8c667d527fee0eee26bb51c4b3f6c1da777035d7e5d39bfb8166ae534a76
